,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
20830,OK,2016,February,Heroin (T40.1),34,100.0,0.0184521299029945,Oklahoma,34
20831,OK,2016,February,Natural & semi-synthetic opioids (T40.2),276,100.0,0.0184521299029945,Oklahoma,277
20832,OK,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",383,100.0,0.0184521299029945,Oklahoma,383
20833,OK,2016,February,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0.0184521299029945,Oklahoma,94
20835,OK,2016,February,Cocaine (T40.5),24,100.0,0.0184521299029945,Oklahoma,25
20836,OK,2016,February,Psychostimulants with abuse potential (T43.6),197,100.0,0.0184521299029945,Oklahoma,198
20837,OK,2016,February,Methadone (T40.3),60,100.0,0.0184521299029945,Oklahoma,61
20839,OK,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",315,100.0,0.0184070051802572,Oklahoma,316
20840,OK,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",375,100.0,0.0184070051802572,Oklahoma,375
20841,OK,2016,January,Heroin (T40.1),34,100.0,0.0184070051802572,Oklahoma,34
20842,OK,2016,January,Cocaine (T40.5),29,100.0,0.0184070051802572,Oklahoma,30
20843,OK,2016,January,Psychostimulants with abuse potential (T43.6),197,100.0,0.0184070051802572,Oklahoma,198
20844,OK,2016,January,"Opioids (T40.0-T40.4,T40.6)",411,100.0,0.0184070051802572,Oklahoma,411
20845,OK,2016,January,Number of Drug Overdose Deaths,696,100.0,0.0184070051802572,Oklahoma,696
20846,OK,2016,January,Natural & semi-synthetic opioids (T40.2),270,100.0,0.0184070051802572,Oklahoma,271
20848,OK,2016,January,Methadone (T40.3),56,100.0,0.0184070051802572,Oklahoma,57
20849,OK,2016,January,"Synthetic opioids, excl. methadone (T40.4)",93,100.0,0.0184070051802572,Oklahoma,94
20851,OK,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",309,100.0,0.0211657009815594,Oklahoma,310
20852,OK,2016,July,"Synthetic opioids, excl. methadone (T40.4)",89,100.0,0.0211657009815594,Oklahoma,90
20853,OK,2016,July,Methadone (T40.3),46,100.0,0.0211657009815594,Oklahoma,47
20854,OK,2016,July,Psychostimulants with abuse potential (T43.6),229,100.0,0.0211657009815594,Oklahoma,230
20856,OK,2016,July,Heroin (T40.1),46,100.0,0.0211657009815594,Oklahoma,46
20857,OK,2016,July,"Opioids (T40.0-T40.4,T40.6)",411,100.0,0.0211657009815594,Oklahoma,411
20858,OK,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",366,100.0,0.0211657009815594,Oklahoma,367
20859,OK,2016,July,Cocaine (T40.5),27,100.0,0.0211657009815594,Oklahoma,28
20860,OK,2016,July,Number of Drug Overdose Deaths,752,100.0,0.0211657009815594,Oklahoma,752
20861,OK,2016,July,Natural & semi-synthetic opioids (T40.2),275,100.0,0.0211657009815594,Oklahoma,276
20862,OK,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",302,100.0,0.0211422077750469,Oklahoma,303
20863,OK,2016,June,Natural & semi-synthetic opioids (T40.2),266,100.0,0.0211422077750469,Oklahoma,267
20865,OK,2016,June,"Opioids (T40.0-T40.4,T40.6)",401,100.0,0.0211422077750469,Oklahoma,401
20867,OK,2016,June,Heroin (T40.1),44,100.0,0.0211422077750469,Oklahoma,44
20868,OK,2016,June,Number of Drug Overdose Deaths,727,100.0,0.0211422077750469,Oklahoma,727
20869,OK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",90,100.0,0.0211422077750469,Oklahoma,91
20870,OK,2016,June,Methadone (T40.3),48,100.0,0.0211422077750469,Oklahoma,49
20871,OK,2016,June,Psychostimulants with abuse potential (T43.6),212,100.0,0.0211422077750469,Oklahoma,213
20872,OK,2016,June,Cocaine (T40.5),24,100.0,0.0211422077750469,Oklahoma,25
20873,OK,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",359,100.0,0.0211422077750469,Oklahoma,360
20875,OK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",96,100.0,0.021157304559399098,Oklahoma,97
20876,OK,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",310,100.0,0.021157304559399098,Oklahoma,311
20877,OK,2016,March,Number of Drug Overdose Deaths,698,100.0,0.021157304559399098,Oklahoma,698
20878,OK,2016,March,Psychostimulants with abuse potential (T43.6),201,100.0,0.021157304559399098,Oklahoma,202
20880,OK,2016,March,Methadone (T40.3),52,100.0,0.021157304559399098,Oklahoma,53
20881,OK,2016,March,"Opioids (T40.0-T40.4,T40.6)",409,100.0,0.021157304559399098,Oklahoma,409
20882,OK,2016,March,Heroin (T40.1),34,100.0,0.021157304559399098,Oklahoma,34
20883,OK,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",372,100.0,0.021157304559399098,Oklahoma,373
20884,OK,2016,March,Cocaine (T40.5),22,100.0,0.021157304559399098,Oklahoma,23
20885,OK,2016,March,Natural & semi-synthetic opioids (T40.2),269,100.0,0.021157304559399098,Oklahoma,270
20887,OK,2016,May,Psychostimulants with abuse potential (T43.6),215,100.0,0.0263102504735845,Oklahoma,216
20888,OK,2016,May,"Opioids (T40.0-T40.4,T40.6)",414,100.0,0.0263102504735845,Oklahoma,414
20889,OK,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",308,100.0,0.0263102504735845,Oklahoma,309
20890,OK,2016,May,Number of Drug Overdose Deaths,734,100.0,0.0263102504735845,Oklahoma,734
20891,OK,2016,May,Cocaine (T40.5),26,100.0,0.0263102504735845,Oklahoma,27
20893,OK,2016,May,Methadone (T40.3),52,100.0,0.0263102504735845,Oklahoma,53
20894,OK,2016,May,Natural & semi-synthetic opioids (T40.2),267,100.0,0.0263102504735845,Oklahoma,268
20895,OK,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",373,100.0,0.0263102504735845,Oklahoma,374
20896,OK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",102,100.0,0.0263102504735845,Oklahoma,103
20897,OK,2016,May,Heroin (T40.1),45,100.0,0.0263102504735845,Oklahoma,46
20899,OK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",88,100.0,0.0131440588853838,Oklahoma,88
20900,OK,2016,November,Heroin (T40.1),51,100.0,0.0131440588853838,Oklahoma,51
20901,OK,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",309,100.0,0.0131440588853838,Oklahoma,310
20902,OK,2016,November,Psychostimulants with abuse potential (T43.6),256,100.0,0.0131440588853838,Oklahoma,257
20904,OK,2016,November,Cocaine (T40.5),32,100.0,0.0131440588853838,Oklahoma,33
20905,OK,2016,November,Methadone (T40.3),41,100.0,0.0131440588853838,Oklahoma,42
20906,OK,2016,November,"Opioids (T40.0-T40.4,T40.6)",418,100.0,0.0131440588853838,Oklahoma,418
20907,OK,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368,100.0,0.0131440588853838,Oklahoma,368
20908,OK,2016,November,Number of Drug Overdose Deaths,776,100.0,0.0131440588853838,Oklahoma,776
20909,OK,2016,November,Natural & semi-synthetic opioids (T40.2),277,100.0,0.0131440588853838,Oklahoma,278
20910,OK,2016,October,"Opioids (T40.0-T40.4,T40.6)",425,100.0,0.015770797739519,Oklahoma,425
20911,OK,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",315,100.0,0.015770797739519,Oklahoma,316
20913,OK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",91,100.0,0.015770797739519,Oklahoma,92
20915,OK,2016,October,Natural & semi-synthetic opioids (T40.2),282,100.0,0.015770797739519,Oklahoma,283
20916,OK,2016,October,Number of Drug Overdose Deaths,776,100.0,0.015770797739519,Oklahoma,776
20917,OK,2016,October,Psychostimulants with abuse potential (T43.6),251,100.0,0.015770797739519,Oklahoma,252
20918,OK,2016,October,Methadone (T40.3),44,100.0,0.015770797739519,Oklahoma,45
20919,OK,2016,October,Heroin (T40.1),52,100.0,0.015770797739519,Oklahoma,52
20920,OK,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",375,100.0,0.015770797739519,Oklahoma,375
20921,OK,2016,October,Cocaine (T40.5),30,100.0,0.015770797739519,Oklahoma,31
20923,OK,2016,September,"Opioids (T40.0-T40.4,T40.6)",420,100.0,0.0210277303193587,Oklahoma,420
20924,OK,2016,September,Number of Drug Overdose Deaths,761,100.0,0.0210277303193587,Oklahoma,761
20926,OK,2016,September,Natural & semi-synthetic opioids (T40.2),278,100.0,0.0210277303193587,Oklahoma,279
20927,OK,2016,September,Cocaine (T40.5),27,100.0,0.0210277303193587,Oklahoma,28
20928,OK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",99,100.0,0.0210277303193587,Oklahoma,100
20929,OK,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",311,100.0,0.0210277303193587,Oklahoma,312
20930,OK,2016,September,Heroin (T40.1),50,100.0,0.0210277303193587,Oklahoma,50
20931,OK,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",374,100.0,0.0210277303193587,Oklahoma,375
20932,OK,2016,September,Psychostimulants with abuse potential (T43.6),238,100.0,0.0210277303193587,Oklahoma,239
20933,OK,2016,September,Methadone (T40.3),44,100.0,0.0210277303193587,Oklahoma,45
20934,OK,2017,April,Psychostimulants with abuse potential (T43.6),283,100.0,0.0077435341489856,Oklahoma,284
20935,OK,2017,April,Cocaine (T40.5),36,100.0,0.0077435341489856,Oklahoma,37
20937,OK,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",385,100.0,0.0077435341489856,Oklahoma,385
20939,OK,2017,April,"Opioids (T40.0-T40.4,T40.6)",447,100.0,0.0077435341489856,Oklahoma,447
20940,OK,2017,April,Number of Drug Overdose Deaths,847,100.0,0.0077435341489856,Oklahoma,847
20941,OK,2017,April,Natural & semi-synthetic opioids (T40.2),269,100.0,0.0077435341489856,Oklahoma,270
20942,OK,2017,April,Heroin (T40.1),61,100.0,0.0077435341489856,Oklahoma,61
20943,OK,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",303,100.0,0.0077435341489856,Oklahoma,304
20944,OK,2017,April,Methadone (T40.3),41,100.0,0.0077435341489856,Oklahoma,42
20945,OK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",109,100.0,0.0077435341489856,Oklahoma,109
20947,OK,2017,August,"Opioids (T40.0-T40.4,T40.6)",428,100.0,0.00512820512820513,Oklahoma,428
20949,OK,2017,August,Cocaine (T40.5),44,100.0,0.00512820512820513,Oklahoma,45
20950,OK,2017,August,Heroin (T40.1),65,100.0,0.00512820512820513,Oklahoma,65
20951,OK,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",282,100.0,0.00512820512820513,Oklahoma,283
20952,OK,2017,August,Methadone (T40.3),37,100.0,0.00512820512820513,Oklahoma,38
20953,OK,2017,August,Natural & semi-synthetic opioids (T40.2),250,100.0,0.00512820512820513,Oklahoma,251
20954,OK,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",359,100.0,0.00512820512820513,Oklahoma,359
20955,OK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",101,100.0,0.00512820512820513,Oklahoma,101
20956,OK,2017,August,Number of Drug Overdose Deaths,817,100.0,0.00512820512820513,Oklahoma,817
20957,OK,2017,August,Psychostimulants with abuse potential (T43.6),293,100.0,0.00512820512820513,Oklahoma,294
20959,OK,2017,December,Cocaine (T40.5),44,100.0,0.00508672872475711,Oklahoma,45
20960,OK,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",255,100.0,0.00508672872475711,Oklahoma,256
20961,OK,2017,December,Natural & semi-synthetic opioids (T40.2),230,100.0,0.00508672872475711,Oklahoma,231
20962,OK,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",324,100.0,0.00508672872475711,Oklahoma,324
20963,OK,2017,December,"Opioids (T40.0-T40.4,T40.6)",387,100.0,0.00508672872475711,Oklahoma,387
20965,OK,2017,December,Heroin (T40.1),60,100.0,0.00508672872475711,Oklahoma,60
20966,OK,2017,December,Number of Drug Overdose Deaths,770,100.0,0.00508672872475711,Oklahoma,770
20967,OK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",97,100.0,0.00508672872475711,Oklahoma,97
20968,OK,2017,December,Methadone (T40.3),30,100.0,0.00508672872475711,Oklahoma,31
20969,OK,2017,December,Psychostimulants with abuse potential (T43.6),278,100.0,0.00508672872475711,Oklahoma,279
20970,OK,2017,February,"Opioids (T40.0-T40.4,T40.6)",446,100.0,0.0129812809928084,Oklahoma,446
20971,OK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",105,100.0,0.0129812809928084,Oklahoma,105
20973,OK,2017,February,Psychostimulants with abuse potential (T43.6),276,100.0,0.0129812809928084,Oklahoma,277
20974,OK,2017,February,Methadone (T40.3),39,100.0,0.0129812809928084,Oklahoma,40
20975,OK,2017,February,Natural & semi-synthetic opioids (T40.2),282,100.0,0.0129812809928084,Oklahoma,283
20976,OK,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",315,100.0,0.0129812809928084,Oklahoma,316
20978,OK,2017,February,Cocaine (T40.5),31,100.0,0.0129812809928084,Oklahoma,32
20979,OK,2017,February,Heroin (T40.1),56,100.0,0.0129812809928084,Oklahoma,56
20980,OK,2017,February,Number of Drug Overdose Deaths,833,100.0,0.0129812809928084,Oklahoma,833
20981,OK,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",393,100.0,0.0129812809928084,Oklahoma,393
20983,OK,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",324,100.0,0.0130398497809305,Oklahoma,325
20984,OK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",102,100.0,0.0130398497809305,Oklahoma,102
20985,OK,2017,January,"Opioids (T40.0-T40.4,T40.6)",448,100.0,0.0130398497809305,Oklahoma,448
20986,OK,2017,January,Number of Drug Overdose Deaths,830,100.0,0.0130398497809305,Oklahoma,830
20988,OK,2017,January,Psychostimulants with abuse potential (T43.6),267,100.0,0.0130398497809305,Oklahoma,268
20989,OK,2017,January,Methadone (T40.3),43,100.0,0.0130398497809305,Oklahoma,44
20990,OK,2017,January,Natural & semi-synthetic opioids (T40.2),289,100.0,0.0130398497809305,Oklahoma,290
20991,OK,2017,January,Cocaine (T40.5),32,100.0,0.0130398497809305,Oklahoma,33
20992,OK,2017,January,Heroin (T40.1),51,100.0,0.0130398497809305,Oklahoma,51
20993,OK,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",399,100.0,0.0130398497809305,Oklahoma,399
20994,OK,2017,July,Heroin (T40.1),65,100.0,0.0051288626747018895,Oklahoma,65
20995,OK,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",301,100.0,0.0051288626747018895,Oklahoma,302
20996,OK,2017,July,Cocaine (T40.5),40,100.0,0.0051288626747018895,Oklahoma,41
20998,OK,2017,July,"Opioids (T40.0-T40.4,T40.6)",450,100.0,0.0051288626747018895,Oklahoma,450
21000,OK,2017,July,Number of Drug Overdose Deaths,847,100.0,0.0051288626747018895,Oklahoma,847
21001,OK,2017,July,Psychostimulants with abuse potential (T43.6),300,100.0,0.0051288626747018895,Oklahoma,301
21002,OK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",106,100.0,0.0051288626747018895,Oklahoma,106
21003,OK,2017,July,Methadone (T40.3),41,100.0,0.0051288626747018895,Oklahoma,42
21004,OK,2017,July,Natural & semi-synthetic opioids (T40.2),265,100.0,0.0051288626747018895,Oklahoma,266
21005,OK,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",381,100.0,0.0051288626747018895,Oklahoma,381
21006,OK,2017,June,"Opioids (T40.0-T40.4,T40.6)",452,100.0,0.005145621076463929,Oklahoma,452
21008,OK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",103,100.0,0.005145621076463929,Oklahoma,103
21009,OK,2017,June,Natural & semi-synthetic opioids (T40.2),279,100.0,0.005145621076463929,Oklahoma,280
21010,OK,2017,June,Psychostimulants with abuse potential (T43.6),294,100.0,0.005145621076463929,Oklahoma,295
21011,OK,2017,June,Heroin (T40.1),62,100.0,0.005145621076463929,Oklahoma,62
21012,OK,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",313,100.0,0.005145621076463929,Oklahoma,314
21013,OK,2017,June,Number of Drug Overdose Deaths,848,100.0,0.005145621076463929,Oklahoma,848
21014,OK,2017,June,Methadone (T40.3),39,100.0,0.005145621076463929,Oklahoma,40
21015,OK,2017,June,Cocaine (T40.5),41,100.0,0.005145621076463929,Oklahoma,42
21017,OK,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",388,100.0,0.005145621076463929,Oklahoma,388
21018,OK,2017,March,Heroin (T40.1),61,100.0,0.0103584006629376,Oklahoma,61
21020,OK,2017,March,Cocaine (T40.5),33,100.0,0.0103584006629376,Oklahoma,34
21021,OK,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",313,100.0,0.0103584006629376,Oklahoma,314
21022,OK,2017,March,Psychostimulants with abuse potential (T43.6),275,100.0,0.0103584006629376,Oklahoma,276
21023,OK,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",391,100.0,0.0103584006629376,Oklahoma,391
21024,OK,2017,March,Natural & semi-synthetic opioids (T40.2),281,100.0,0.0103584006629376,Oklahoma,282
21026,OK,2017,March,"Opioids (T40.0-T40.4,T40.6)",448,100.0,0.0103584006629376,Oklahoma,448
21027,OK,2017,March,Number of Drug Overdose Deaths,844,100.0,0.0103584006629376,Oklahoma,844
21028,OK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",105,100.0,0.0103584006629376,Oklahoma,105
21029,OK,2017,March,Methadone (T40.3),39,100.0,0.0103584006629376,Oklahoma,40
21030,OK,2017,May,"Opioids (T40.0-T40.4,T40.6)",438,100.0,0.00517022981671535,Oklahoma,438
21031,OK,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",304,100.0,0.00517022981671535,Oklahoma,305
21033,OK,2017,May,Methadone (T40.3),38,100.0,0.00517022981671535,Oklahoma,39
21034,OK,2017,May,Number of Drug Overdose Deaths,828,100.0,0.00517022981671535,Oklahoma,828
21035,OK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",103,100.0,0.00517022981671535,Oklahoma,103
21037,OK,2017,May,Natural & semi-synthetic opioids (T40.2),272,100.0,0.00517022981671535,Oklahoma,273
21038,OK,2017,May,Psychostimulants with abuse potential (T43.6),286,100.0,0.00517022981671535,Oklahoma,287
21039,OK,2017,May,Heroin (T40.1),55,100.0,0.00517022981671535,Oklahoma,55
21040,OK,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",380,100.0,0.00517022981671535,Oklahoma,380
21041,OK,2017,May,Cocaine (T40.5),36,100.0,0.00517022981671535,Oklahoma,37
21042,OK,2017,November,Cocaine (T40.5),39,100.0,0.00509087206638497,Oklahoma,40
21044,OK,2017,November,Number of Drug Overdose Deaths,791,100.0,0.00509087206638497,Oklahoma,791
21045,OK,2017,November,Psychostimulants with abuse potential (T43.6),287,100.0,0.00509087206638497,Oklahoma,288
21046,OK,2017,November,"Opioids (T40.0-T40.4,T40.6)",402,100.0,0.00509087206638497,Oklahoma,402
21047,OK,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",263,100.0,0.00509087206638497,Oklahoma,264
21048,OK,2017,November,Natural & semi-synthetic opioids (T40.2),234,100.0,0.00509087206638497,Oklahoma,235
21049,OK,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",339,100.0,0.00509087206638497,Oklahoma,339
21051,OK,2017,November,Methadone (T40.3),33,100.0,0.00509087206638497,Oklahoma,34
21052,OK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",102,100.0,0.00509087206638497,Oklahoma,102
21053,OK,2017,November,Heroin (T40.1),59,100.0,0.00509087206638497,Oklahoma,59
21054,OK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",101,100.0,0.00511103728501699,Oklahoma,101
21056,OK,2017,October,Psychostimulants with abuse potential (T43.6),290,100.0,0.00511103728501699,Oklahoma,291
21057,OK,2017,October,Heroin (T40.1),61,100.0,0.00511103728501699,Oklahoma,61
21058,OK,2017,October,"Opioids (T40.0-T40.4,T40.6)",401,100.0,0.00511103728501699,Oklahoma,401
21059,OK,2017,October,Methadone (T40.3),32,100.0,0.00511103728501699,Oklahoma,33
21060,OK,2017,October,Cocaine (T40.5),40,100.0,0.00511103728501699,Oklahoma,41
21061,OK,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",261,100.0,0.00511103728501699,Oklahoma,262
